CountryID,Country Name,WEBNAME,Region,World Rank,Region Rank,2013 Score,Change in Yearly Score,Property Rights,Change in Property Rights,Freedom from Corruption,Change in Freedom from Corruption,Fiscal Freedom ,Change in Fiscal Freedom,Gov't Spending,Change in Gov't Spending,Business Freedom,Change in Business Freedom,Labor Freedom,Change in Labor Freedom,Monetary Freedom,Change in Monetary Freedom,Trade Freedom,Change in Trade Freedom,Investment Freedom ,Change in Investment Freedom,Financial Freedom,Change in Financial Freedom,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,Gov't Expenditure % of GDP ,Country,Population (Millions),"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),FDI Inflow (Millions),Public Debt (% of GDP)
146,Sierra Leone,SierraLeone,Sub-Saharan Africa,148,34,50.5,2.2,15,5,24.6,-0.4,80.7,0,85.7,9.8,55.3,3.8,28.7,2.4,70.2,1.7,70.2,0.1,55,0,20,0,9.9,30,30,11.5,21.9,Sierra Leone,6.2,$8.3 ,19.8,7.8,"$1,344",N/A,13.8,740.1,44.5
147,Singapore,Singapore,Asia-Pacific,2,2,89.4,1.4,90,0,91.9,-0.1,91.2,0.1,91.2,-0.1,96.8,-0.3,96.5,5.1,81.5,-0.5,90,0,85,10,80,0,0,20,17,13.8,17.1,Singapore,5.4,$326.5 ,1.3,4.3,"$60,410",2,4.6,"56,650.90",111
148,Slovak Republic,Slovakia,Europe,57,26,66.4,-2.3,50,0,41.8,1.8,80.2,-4.5,56,-2,67,-4,53.6,-18.6,78.1,-1,87.8,1,80,5,70,0,1.1,25,23,28.8,38.3,Slovakia,5.4,$131.9 ,2,2,"$24,249",14,3.7,"2,825.90",52.3
149,Slovenia,Slovenia,Europe,74,34,62.7,1,60,0,61,2,58.9,-6.8,22.6,0.3,85.4,4.7,51,10.6,80.3,-1.3,87.8,1,70,0,50,0,1.1,50,16,36.8,50.8,Slovenia,2.1,$58.0 ,-2.3,-1.1,"$28,195",9,2.6,144.8,52.6
150,Solomon Islands,SolomonIslands,Asia-Pacific,165,39,46.2,1.2,30,0,25,-2,61.4,-4.8,21.3,15.2,65.2,-1.4,65.2,-1.2,75.4,0,73,0.4,15,5,30,0,8.5,40,30,36.9,51.2,Solomon Islands,0.6,$1.9 ,5.5,5.1,"$3,345",N/A,5.1,69.3,18.2
151,South Africa,SouthAfrica,Sub-Saharan Africa,75,6,62.5,0.7,50,0,41.6,0.6,68.7,-1.8,69.1,-0.1,74.5,-0.2,54.4,-1.2,75.3,-0.5,76.1,-0.2,55,10,60,0,4.5,40,28,27.3,32.1,South Africa,51.2,$582.4 ,2.5,2.2,"$11,375",25.2,5.7,"4,572.50",42.3
152,Spain,Spain,Europe,49,22,67.2,-0.8,70,0,62.6,0.6,54,0.1,38.7,-4.3,77.3,-3,52.2,-2.1,79.9,0,87.8,1,80,0,70,0,1.1,52,30,31.6,45.2,Spain,46.2,"$1,410.6 ",-1.4,-0.8,"$30,557",25,2.4,"27,749.90",84.1
153,Sri Lanka,SriLanka,Asia-Pacific,90,17,60,-0.7,40,0,33.4,0.4,84.9,0.2,86.3,-0.2,74.4,-2.6,59.2,-1.6,68,-1.1,73.6,-2.6,40,0,40,0,5.7,24,28,12.4,21.4,Sri Lanka,20.7,$126.3 ,6.4,6.4,"$6,107",4.9,7.5,775.5,77.7
154,Sudan,Sudan,Sub-Saharan Africa,N/A,N/A,N/A,N/A,N/A,N/A,9.8,-6.2,85.1,N/A,90.3,0.4,54.5,-2.9,49.1,-16.3,55.8,-8.7,55.6,N/A,15,0,N/A,N/A,14.7,15,35,6.7,17.9,Sudan,33.5,$85.3 ,-4.4,0.8,"$2,545",10.8,35.6,"2,466.40",97.6
155,Suriname,Suriname,South and Central America / Caribbean,130,23,54.2,2.2,40,0,32.9,2.9,69,-2.6,78.3,5.8,41.8,1.6,81.8,4.3,71.8,5.1,66.2,-0.1,30,5,30,0,11.9,38,36,19,26.9,Suriname,0.5,$6.8 ,4.5,4.1,"$12,398",9,5,70.1,20.5
156,Swaziland,Swaziland,Sub-Saharan Africa,82,8,61.2,4,40,0,31.6,0.6,74.7,0.3,70.9,19.6,64.2,-1.8,71.7,1.4,72.3,-2.4,81.5,11.8,65,10,40,0,4.2,33,30,23.3,31.2,Swaziland,1.1,$6.2 ,-1.5,1,"$5,782",40,8.9,89.6,19
157,Sweden,Sweden,Europe,20,10,73.1,0.2,90,0,92.3,-0.7,42.9,3.3,21.4,0.4,91.1,-2.1,52.9,-0.7,82.5,0.4,87.8,1,90,0,80,0,1.1,57,22,44.5,51.2,Sweden,9.5,$393.0 ,1.2,1,"$41,191",7.9,0.9,"13,711.40",38
158,Switzerland,Switzerland,Europe,4,1,81.6,0.6,90,0,88.1,0.1,68.9,0.8,65.7,1.9,75.4,-0.4,87.4,-0.5,85.2,-1,90,0,85,5,80,0,0,41.5,24,28.5,33.8,Switzerland,8,$363.4 ,1,1.2,"$45,418",2.9,-0.7,"3,613.00",49.1
159,Syria,Syria,Middle East / North Africa,N/A,N/A,N/A,N/A,10,-10,23.3,-2.7,N/A,N/A,N/A,N/A,60.4,1.1,55.1,6.2,N/A,N/A,N/A,N/A,0,-10,20,0,N/A,22,28,10.4,N/A,Syria,N/A,$107.6,N/A,N/A,N/A,18,40.2,N/A,52.2
160,Taiwan ,Taiwan,Asia-Pacific,17,5,73.9,1.2,70,0,59.7,-1.3,80.3,-0.2,84.7,-0.2,93.9,-0.4,53.1,-0.2,81.7,-1.2,85.8,0.8,70,5,60,10,2.1,40,17,8.8,22.6,Taiwan,23.3,$903.5 ,1.3,2.9,"$38,749",4.2,1.9,"3,205.00",40.9
161,Tajikistan,Tajikistan,Asia-Pacific,139,30,52,-1.4,20,0,19.4,-3.6,92.3,-0.5,78.1,0,58.4,-3.3,45.5,-10,67.7,3.1,73.2,-5,25,5,40,0,5.9,13,15,19.5,27,Tajikistan,8,$17.7 ,7.5,6.7,"$2,229",2.5,5.8,289.9,32.5
162,Tanzania,Tanzania,Sub-Saharan Africa,106,15,57.8,-0.1,30,0,28.8,-1.2,79.7,-0.2,78.3,0.4,47,-1.6,61.1,-0.8,66,-5.8,76.8,3.3,60,5,50,0,6.6,30,30,15.2,26.9,Tanzania,47.1,$73.9 ,6.9,6.8,"$1,567",N/A,16,"1,706.00",41.4
163,Thailand,Thailand,Asia-Pacific,72,12,63.3,-0.8,45,0,33.6,-0.4,79.7,0.8,83.6,-0.1,71.4,-1.8,61.6,-11.3,68.6,0.3,75,-0.2,45,5,70,0,5,37,20,16.2,23.4,Thailand,64.4,$651.9 ,6.4,2.8,"$10,126",0.5,3,"8,607.50",44.3
164,Timor-Leste,TimorLeste,Asia-Pacific,170,40,43.2,-0.5,20,0,25.4,1.4,64.7,0,0,0,45.4,0.6,79.2,-2,68.3,-1,64.4,-8.6,45,5,20,0,10.3,10,10,276.7,139.7,Timor-Leste,1.1,$11.0 ,10,11.5,"$9,873",18.4,11.8,42,N/A
165,Togo,Togo,Sub-Saharan Africa,152,36,49.9,1.1,30,0,23.8,-0.2,69.7,1.2,82.4,0.8,43.3,3.4,42.8,-1.4,79.3,0.8,62.8,6.1,35,0,30,0,11.1,45,27,16.7,24.2,Togo,6.3,$6.9 ,5,4,"$1,096",N/A,2.6,166.3,46.7
166,Tonga,Tonga,Asia-Pacific,104,22,58.2,2.2,20,0,28.6,-2.4,86.7,-0.4,74.8,10.1,74.6,-2,91.2,6.8,71.3,0.2,79.5,3.9,35,5,20,0,5.3,20,25,17.5,29,Tonga,0.1,$0.8 ,1.4,1.2,"$7,548",13,4.5,6.6,N/A
167,Trinidad and Tobago,TrinidadTobago,South and Central America / Caribbean,73,14,62.7,0.4,50,0,34,2,84.8,-0.1,62.5,2.1,59.4,4.3,76.4,-0.3,71.7,-2,78.6,8.7,60,0,50,-10,5.7,25,25,16.5,35.4,Trinidad and Tobago,1.3,$26.7 ,0.4,-0.6,"$20,087",5.5,9.3,"2,527.10",39.7
168,Tunisia,Tunisia,Middle East / North Africa,109,11,57.3,0.3,40,0,39.2,1.2,74.3,-0.2,63.8,0.1,80.7,-2.1,72.6,2.5,75.9,-1.9,61.8,3.7,35,0,30,0,14.1,35,30,21.1,34.8,Tunisia,10.8,$105.3 ,3.6,2.5,"$9,775",18.9,5.6,"1,918.20",44.5
169,Turkey,Turkey,Europe,64,30,64.9,2,50,0,44,2,77.5,0.5,63.5,-1.4,67.6,-0.6,59.7,16.6,71.8,-1.5,84.5,-0.7,70,5,60,0,2.7,35,20,25,34.9,Turkey,74.9,"$1,123.4 ",2.6,3.1,"$15,001",9.2,8.9,"12,419.00",36.4
170,Turkmenistan,Turkmenistan,Asia-Pacific,171,41,42.2,-0.4,5,0,13.4,-2.6,95.2,1.2,93,1.3,30,0,30,0,65.9,-4.7,79.2,0,0,0,10,0,2.9,10,8,17.8,15.2,Turkmenistan,5.6,$48.9 ,11,11.1,"$8,718",60,4.9,"3,159.00",15.8
171,Uganda,Uganda,Sub-Saharan Africa,91,10,59.9,-1.2,30,0,23.8,-0.2,79.1,-1.5,87.3,3,45.1,-3.3,87.4,-0.5,71,-6.2,75.4,1.8,60,5,40,-10,7.3,30,30,17,20.6,Uganda,35.6,$50.4 ,2.6,5.9,"$1,415",N/A,14.1,"1,721.20",34.5
172,Ukraine,Ukraine,Europe,155,43,49.3,3,30,0,21.9,-1.1,79.1,0.9,37.5,8.1,59.8,12.2,49.8,-0.1,78.7,7.7,86.2,1.8,20,0,30,0,1.9,17,19,38,45.6,Ukraine,45.5,$335.2 ,0.2,-0.9,"$7,374",8,0.6,"7,833.00",37.4
173,United Arab Emirates,UnitedArabEmirates,Middle East / North Africa,28,2,71.4,0.3,55,0,66.4,-1.6,99.6,-0.3,83.1,-2,74.4,0.4,82.9,5.3,84.6,0.7,82.5,-0.1,35,0,50,0,3.7,0,0,6.1,23.7,United Arab Emirates,5.5,$271.3 ,3.9,2.1,"$49,012",2.4,0.7,"9,602.00",17.6
174,United Kingdom,UnitedKingdom,Europe,14,5,74.9,0.1,90,0,76.4,-1.6,56.6,-0.4,29.5,1.8,92,-2.1,73.1,1.5,73.5,1.1,87.8,1,90,0,80,0,1.1,50,24,35.5,48.5,United Kingdom,63.2,"$2,336.3 ",0.2,-0.4,"$36,941",8,2.8,"62,350.80",90.3
175,United States,UnitedStates,North America,12,2,75.5,-0.5,80,-5,72,1,65.8,-3.5,48.1,0.3,89.2,-1.3,97.2,1.7,75.4,0.4,86.8,0.4,70,0,70,0,1.6,39.6,35,25.1,41.6,United States,314.2,"$15,684.8 ",2.2,0.6,"$49,922",8.1,2.1,"167,620.00",106.5
176,Uruguay,Uruguay,South and Central America / Caribbean,38,5,69.3,-0.4,70,0,70.6,0.6,77.4,-6.8,68,-0.3,74.5,1.1,68.1,-2.6,72.1,-0.4,82.5,-0.4,80,5,30,0,3.8,30,25,27.2,32.6,Uruguay,3.4,$53.8 ,3.8,5.6,"$15,911",6.1,8.1,"2,710.10",53.7
177,Uzbekistan,Uzbekistan,Asia-Pacific,163,37,46.5,0.5,15,0,13.4,-2.6,90.3,0.1,70.4,2.6,75.7,4.5,60.8,-0.2,63.1,0.1,66.1,0,0,0,10,0,6.9,22,9,20.2,31.4,Uzbekistan,29.4,$104.7 ,8,8.4,"$3,555",0.2,12.1,"1,094.00",8.6
178,Vanuatu,Vanuatu,Asia-Pacific,93,18,59.5,2.9,40,0,33.5,-1.5,97.3,0,81.7,1.2,54.8,-1.6,56.8,-0.9,82.7,1.3,48,0,60,30,40,0,18.5,0,0,16.4,24.7,Vanuatu,0.3,$1.2 ,2.7,3.1,"$4,916",1.7,1.4,37.7,20
179,Venezuela,Venezuela,South and Central America / Caribbean,175,28,36.3,0.2,5,0,16.5,-2.5,75.3,-0.3,51.8,1.2,43.4,-2.2,33.7,-0.8,49.7,2.4,62.7,3.9,5,0,20,0,8.6,34,34,12.5,40.1,Venezuela,29.5,$401.9 ,5.5,2,"$13,616",7.8,21.1,"3,216.00",57.3
180,Vietnam,Vietnam,Asia-Pacific,147,33,50.8,-0.2,15,0,26.9,-2.1,77,1.4,71.4,-1,62,-1.8,68.3,2.8,63.6,-1.7,78.7,0.1,15,0,30,0,5.7,35,25,21.1,30.9,Vietnam,90.4,$320.7 ,5,5.9,"$3,548",4.5,9.1,"8,368.00",52.1
181,Yemen,Yemen,Middle East / North Africa,123,12,55.5,-0.4,30,0,19.4,-1.6,91.7,0.2,74.9,2.1,59.2,-2.1,54.9,-0.4,62.1,-3.6,82.4,0.9,50,0,30,0,3.8,20,20,5.3,28.9,Yemen,25.9,$59.1 ,0.1,0.8,"$2,283",35,11,348.8,46.7
182,Zambia,Zambia,Sub-Saharan Africa,88,9,60.4,1.7,30,0,31.3,-0.7,71.8,-1.1,82.9,2.6,74.9,14.5,50.1,-8.3,68,2,84.6,2.3,60,5,50,0,2.7,35,35,19.3,23.9,Zambia,13.9,$24.0 ,7.3,6.8,"$1,722",14,6.6,"1,066.00",26.9
183,Zimbabwe,Zimbabwe,Sub-Saharan Africa,176,46,35.5,6.9,10,0,19.3,-2.7,63.3,-8.5,64,-2.4,34.5,1.1,22.2,0.3,73,73,54.2,3.8,5,5,10,0,15.4,46.4,25,30,34.6,Zimbabwe,13,$7.2 ,4.4,2.5,$559,95,3.7,399.5,60.5
184,Somalia,Somalia,Sub-Saharan Africa,N/A,N/A,N/A,N/A,N/A,N/A,5,-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Somalia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,107.3,N/A
185,Kosovo,Kosovo,Europe,N/A,N/A,N/A,N/A,30,0,28.6,-0.4,92.7,-0.8,73,0,58.1,5.7,71.3,-6.4,72.7,N/A,N/A,N/A,65,0,N/A,N/A,N/A,10,10,23.1,30,Kosovo,1.8,$13.4 ,2.1,4.1,"$3,453",45.3,2.5,293.2,5.5
186,Brunei Darussalam,Brunei ,Asia-Pacific,40,10,69,N/A,40,N/A,53.3,N/A,90.2,N/A,66.1,N/A,68.2,N/A,96.5,N/A,74.2,N/A,81.8,N/A,70,N/A,50,N/A,4.1,0,20,24,33.6,Brunei,0.4,$21.7 ,1.3,0.5,"$54,389",2.7,0.5,850,2.4
1,Afghanistan,Afghanistan,Asia-Pacific,N/A,N/A,N/A,N/A,N/A,N/A,8,-2,91.7,0.5,81.2,-3,61.4,-1.7,67.5,-7.5,72.6,-1.7,N/A,N/A,55,-10,N/A,N/A,N/A,20,20,5.5,25,Afghanistan,30.6,$35.1 ,3.6,10.5,"$1,150",8.5,7.4,69.3,N/A
2,Albania,Albania,Europe,63,29,65.7,-1.2,30,0,31,0.6,87.2,-5.5,76.1,0.5,70.6,-7.5,52.9,3.2,80.8,0.8,87.8,0.3,70,-5,70,0,1.1,23,15,22.9,28.2,Albania,2.8,$26.5 ,0.7,2.4,"$9,506",16.1,1.9,"1,225.50",70.5
3,Algeria,Algeria,Middle East / North Africa,157,14,48.9,-1.9,30,0,36,7.3,80,-0.5,38.7,-12.3,66.6,0.3,50.5,2.2,71.2,3.4,60.8,0,25,-20,30,0,12.1,35,25,12.2,45.2,Algeria,37.9,$285.5 ,2.7,2.8,"$7,534",9.8,3.3,"1,691.00",9.2
4,Angola,Angola,Sub-Saharan Africa,158,39,47.9,0.2,15,0,23,5.3,84.5,-3.2,50.1,-5.2,47.4,-0.1,43.2,3.1,65.4,1.8,70.2,0.1,40,0,40,0,7.4,17,35,5.6,40.8,Angola,20.8,$130.1 ,4.1,3.8,"$6,247",8.4,8.8,"-4,284.80",26.6
5,Argentina,Argentina,South and Central America / Caribbean,169,27,44.1,-0.5,15,0,34,4.5,66.8,3.3,41.2,-8.7,52.8,-1.1,43.3,-1.6,59.6,-0.4,68.8,-0.1,30,0,30,0,5.6,35,35,29.5,44.3,Argentina,41.5,$777.9 ,4.3,4.9,"$18,749",7.3,10.6,"9,082.00",46.9
6,Armenia,Armenia,Europe,52,23,67.1,-1.8,20,-10,36,9.3,84.4,-2.1,82.8,1.5,82.7,-0.4,64.3,-14.2,70.6,-6.4,85.4,-0.1,75,5,70,0,2.3,26,20,22,23.9,Armenia,3.3,$20.4 ,3.2,0.3,"$6,191",16,5.8,370,41.9
7,Australia,Australia,Asia-Pacific,4,4,81.4,-0.6,90,0,81,-6.7,63.7,-0.5,61.8,-0.8,94.1,-0.5,81.6,2.4,85.3,4.8,86.4,0,80,-5,90,0,1.8,45,30,26.5,35.7,Australia,23.2,$999.6 ,2.4,2.5,"$43,073",5.6,2.5,"49,826.20",28.8
8,Austria,Austria,Europe,30,16,71.2,-1.2,90,0,69,-6.5,50.1,-0.9,19.8,-3.7,78,1.7,76.7,-3.8,80.3,0.8,88,0.2,90,0,70,0,1,50,25,43.2,51.7,Austria,8.5,$361.4 ,0.4,0.4,"$42,597",4.8,2.1,"11,082.70",74.2
9,Azerbaijan,Azerbaijan,Asia-Pacific,85,17,61,-0.3,20,0,28,5.3,88.1,0,59.7,-5.1,74.5,1,79.1,1.2,79.8,1,76,-1.2,55,-5,50,0,4.5,25,20,12.7,36.7,Azerbaijan,9.3,$102.8 ,5.8,4.4,"$11,044",5.5,2.4,"2,632.00",13.8
10,Bahamas,Bahamas,South and Central America / Caribbean,41,4,68.7,-1.1,70,0,71,4.4,97.8,0.5,83.2,-0.9,68.9,-1.8,75.3,-6.2,78.8,3.7,52.2,0,30,0,60,-10,18.9,0,0,15,23.7,The Bahamas,0.4,$11.4 ,1.9,0.4,"$32,036",13.6,0.3,"1,110.80",56.3
11,Bahrain,Bahrain,Middle East / North Africa,18,1,73.4,-1.7,60,0,48,-1.4,99.9,0,73.1,1.7,72.5,-3.8,83.1,1.1,74.2,-4.2,78.6,0,65,-10,80,0,5.7,0,0,3.4,29.9,Bahrain,1.2,$40.6 ,4.9,3.4,"$34,584",7.4,3.3,988.8,43.9
12,Bangladesh,Bangladesh,Asia-Pacific,131,27,53.9,-0.2,20,0,27,3.7,72.7,0.2,92,-0.3,62.2,-8.6,63.7,11.8,67.7,1.8,59,0,45,-10,30,0,13,25,45,9,16.3,Bangladesh,156.3,$325.1 ,5.8,6.1,"$2,080",4.3,7.5,"1,599.10",39.7
13,Barbados,Barbados,South and Central America / Caribbean,46,7,67.9,-0.4,80,0,75,-2.9,73.8,-0.2,42.1,-7.7,71.6,-1.2,69.2,-9.2,78.2,3.6,63.8,3.2,65,10,60,0,13.1,35,25,27.8,43.9,Barbados,0.3,$7.0 ,-0.7,-0.8,"$25,181",12.2,2.3,376.4,92
14,Belarus,Belarus,Europe,153,42,49.8,-0.3,20,0,29,4.4,86.4,-2.8,54.7,-6.5,72,-1.4,80.1,2.4,44.5,10.6,81,-0.4,20,-10,10,0,2,12,18,29.8,38.9,Belarus,9.5,$149.1 ,0.9,3.2,"$15,753",5.9,18.3,"2,232.70",36.7
15,Belgium,Belgium,Europe,40,18,68.8,-1.1,80,0,75,0.8,43.6,-1.2,10.2,-4.6,90.7,0.8,63.7,-9,81.7,2.2,88,0.2,85,0,70,0,1,50,33,45.3,54.7,Belgium,11.2,$422.8 ,0.2,0.3,"$37,881",8.6,1.2,"-2,405.90",99.8
16,Belize,Belize,South and Central America / Caribbean,117,20,56.8,0.1,30,0,6.7,0,82.4,0.3,78.3,4.1,59.1,-12.5,61.8,-5.4,79.3,1.7,70.4,2.6,50,10,50,0,9.8,25,25,22.5,26.9,Belize,0.3,$3.0 ,1.6,2.2,"$8,716",8.2,0.5,89.3,75.5
17,Benin,Benin,Sub-Saharan Africa,99,11,58.8,1.7,30,0,36,6.5,68.3,0,86.7,0.6,55.2,4.2,53.2,2.7,79.9,4.5,58.4,-1.6,70,0,50,0,15.8,45,30,15.5,21,Benin,10.3,$16.7 ,5.6,3.9,"$1,623",1,1,320.1,29.8
18,Bhutan,Bhutan,Asia-Pacific,115,24,57.4,0.7,60,0,63,4.2,82.6,-0.3,60.1,2.9,61.9,2.5,81.1,-2.5,66,0.2,49.4,0,20,0,30,0,17.8,25,30,14.8,36.5,Bhutan,0.7,$4.7 ,5,7.3,"$6,370",2.1,8.7,21.3,110.7
19,Bolivia,Bolivia,South and Central America / Caribbean,163,26,46.8,-1.6,10,0,34,5.9,86.8,-0.3,60.9,-1.6,53.7,0.3,25.5,-4.4,69.7,-0.3,77.6,0,10,-5,40,-10,3.7,13,25,22.9,36.1,Bolivia,11,$59.2 ,6.8,4.9,"$5,364",3.2,5.7,"1,749.60",33.1
20,Bosnia and Herzegovina,BosniaHerzegovina,Europe,97,38,59,0.6,20,0,42,8.1,82.9,0,27.3,-0.1,53.5,-2,63.4,1,84,3.9,87.2,0.3,70,-5,60,0,1.4,10,10,38.8,49.2,Bosnia and Herzegovina,3.9,$32.1 ,1.2,-0.2,"$8,280",28.6,-0.1,331.7,42.7
21,Botswana,Botswana,Sub-Saharan Africa,36,2,69.8,-2.2,70,0,64,2.8,79.5,-1.5,61.9,-7.9,66.8,-1.7,70,0.3,73.9,1.5,72.2,-10.5,70,-5,70,0,6.4,25,22,30.7,35.7,Botswana,2.1,$34.1 ,3.9,2.8,"$16,377",18.4,5.8,188.2,15.9
22,Brazil,Brazil,South and Central America / Caribbean,118,21,56.6,-0.3,50,0,42,4.1,68.4,-0.4,50.9,-3.2,53.6,-0.2,52.1,2.3,69.4,-0.5,69.6,0.3,50,-5,60,0,7.7,27.5,34,35.3,40.4,Brazil,198.3,"$2,423.3 ",2.3,2.6,"$12,221",6.6,6.2,"64,045.30",66.3
23,Bulgaria,Bulgaria,Europe,55,26,66.8,1.1,30,0,41,5.8,91,-0.2,64.5,0,68.5,-5,76.6,-3.6,83.2,3.6,88,0.2,65,10,60,0,1,10,10,26.5,34.4,Bulgaria,7.2,$105.0 ,0.9,-0.4,"$14,499",13.1,0.4,"1,450.40",17.6
24,Burkina Faso,BurkinaFaso,Sub-Saharan Africa,102,13,58.6,-0.3,25,-5,38,6.7,82.4,-0.6,79.8,-2.5,49.6,-11.1,57.8,2.8,80,1.2,68.2,0.4,65,5,40,0,8.4,27.5,27.5,15.8,25.9,Burkina Faso,16.8,$26.6 ,6.8,6.4,"$1,585",3.1,2,374.3,33.3
25,Burma,Burma,Asia-Pacific,161,38,46.9,0.4,10,0,21,9.4,86.9,0,77.9,-11.3,28.7,0.4,79.3,3.6,66.1,1.3,74.2,0.6,15,0,10,0,2.9,20,30,3.8,27.2,Burma,64.9,$113.0 ,7.5,6.2,"$1,740",3.5,5.8,"2,621.00",42.7
26,Burundi,Burundi,Sub-Saharan Africa,132,27,53.7,2.3,20,0,21,5.1,73.5,0,61.3,9.4,61.4,1.6,68.1,5,69.8,1.6,72.2,0.4,60,0,30,0,6.4,35,35,14.1,35.9,Burundi,9,$5.8 ,4.5,4.3,$642,8.5,8.8,6.8,31.7
27,Cambodia,Cambodia,Asia-Pacific,110,23,57.5,0.1,25,-5,20,1.3,90.5,-0.3,87.5,-0.9,29.2,-7.4,62.2,12,78.7,0.8,72.2,1.2,60,0,50,0,8.9,20,20,12.2,20.4,Cambodia,15.4,$39.7 ,7,5.5,"$2,576",0.3,3,"1,396.00",28.1
28,Cameroon,Cameroon,Sub-Saharan Africa,146,35,51.9,-0.7,25,-5,25,3.1,71.7,0,87.8,1.8,41.6,-3.4,47.8,-8.3,75.6,6.2,59.6,-1.6,35,0,50,0,12.7,35,38.5,11,20.2,Cameroon,22,$53.3 ,4.6,3.7,"$2,423",4,2.1,572,18.6
29,Canada,Canada,North America,6,1,79.1,-1.1,90,0,81,-6.7,79.9,0.2,48.3,1,89,-0.3,76.1,-7,77.9,1.6,88.4,0.1,80,0,80,0,0.8,29,15,30.7,41.5,Canada,35.1,"$1,526.1 ",2,1.4,"$43,472",7.1,1,"62,324.70",89.1
30,Cabo Verde,CaboVerde,Sub-Saharan Africa,60,3,66.4,0.3,75,5,58,3.1,78.3,0.9,67.9,-0.7,61.8,-2,42.1,-5.9,81,1.9,69.6,0,70,0,60,0,10.2,35,25,18,32.7,Cape Verde,0.5,$2.2 ,0.5,1.1,"$4,338",8.6,1.5,18.7,95
31,Central African Republic,CentralAfricanRepublic,Sub-Saharan Africa,166,41,45.9,-0.8,15,5,25,4.4,65,-0.1,92,-0.6,27.2,-6.7,37.5,-2.9,69.6,-2.9,52.4,0.6,45,-5,30,0,16.3,50,30,9.8,16.3,Central African Republic,4.6,$2.5 ,-36,-6.3,$542,8.8,6.6,0.8,50.8
32,Chad,Chad,Sub-Saharan Africa,165,40,45.9,1.4,20,0,19,3.1,46.2,0,83.6,3.6,27.1,2.2,47.7,4.4,75.6,5.8,55.2,0,45,-5,40,0,14.9,60,45,5.1,23.4,Chad,11,$28.0 ,3.6,6,"$2,539",8.6,0.2,538.4,30.2
33,Chile,Chile,South and Central America / Caribbean,7,1,78.5,-0.2,90,0,71,-1.3,76.5,0,83.3,-0.5,69.3,0,67,-2.3,85.6,1.5,82,0,90,0,70,0,4,40,20,18.8,23.6,Chile,17.6,$334.8 ,4.2,4,"$19,067",5.9,1.8,"20,258.20",12.2
34,China,China,Asia-Pacific,139,30,52.7,0.2,20,0,40,5,69.7,-0.2,81.5,-1.4,52.1,2.4,63,1.1,74.2,0.9,71.8,0,25,-5,30,0,4.1,45,25,19.4,24.8,China,1360.8,"$13,395.4 ",7.7,8.9,"$9,844",4.6,2.6,"123,911.00",22.4
35,Colombia,Colombia,South and Central America / Caribbean,28,2,71.7,1,50,0,36,2.8,80.3,-0.3,76,1.1,81.5,-3.7,81.7,1.2,80.1,1.3,81.2,2.4,80,5,70,0,4.4,33,25,16.1,28.3,Colombia,47.2,$527.6 ,4.3,4.1,"$11,189",10.5,2,"16,771.70",31.8
36,Comoros,Comoros,Sub-Saharan Africa,142,32,52.1,0.7,30,0,28,5.9,64.5,0,78.8,-6.5,47.3,-2.1,52,1.9,77.9,3.4,73,0.3,40,5,30,0,6,30,50,12.3,26.6,Comoros,0.7,$0.9 ,3.5,2.5,"$1,287",7.9,2.3,13.9,19
37,"Congo, Democratic Republic of the Congo",DemcoraticRepublicCongo,Sub-Saharan Africa,168,42,45,4.4,10,0,22,4.4,72.9,3.5,85.7,11.1,42.8,12.8,38.4,-0.1,75.1,12.1,63,0,20,0,20,0,11,30,40,14.5,21.8,Democratic Republic of Congo,77,$49.9 ,8.5,6.5,$648,7.9,0.8,"2,098.20",21.6
38,"Congo, Republic of",RepublicCongo,Sub-Saharan Africa,170,43,42.7,-1,10,0,22,1.4,67.4,-0.1,60.7,-18.9,36.8,1.7,36,-11,71.6,-0.4,62.4,6.8,30,10,30,0,11.3,45,34,8.7,36.2,Republic of Congo,4.2,$20.0 ,4.5,5.6,"$4,791",7.8,4.6,"2,038.30",30.8
39,Costa Rica,CostaRica,South and Central America / Caribbean,51,10,67.2,0.3,50,0,53,2.1,80,0,89.9,-0.1,64.5,-0.4,54.6,1.3,75.8,-0.5,83.8,0,70,0,50,0,3.1,25,30,21.9,18.3,Costa Rica,4.8,$61.6 ,3.5,3.4,"$12,942",7.7,5.2,"2,652.00",37
40,Côte d'Ivoire,CoteDivoire,Sub-Saharan Africa,103,14,58.5,0.8,35,5,27,4.9,77.7,-1.4,82.4,2.6,65.4,10.3,46,-13,75,-5.6,71.4,0,55,5,50,0,6.8,36,25,17.6,24.2,Côte d'Ivoire,24.1,$43.8 ,8.1,3.7,"$1,818",3.9,2.6,371,43.2
